Make,Model,Vehicle Class,Transmission,Power produce,CO2 Emissions(g/km)
MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,AS7,1.1094185823543212,2.45484486000851
MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,AS7,1.163075377038472,2.514547752660286
MERCEDES-BENZ,SLK 250,TWO-SEATER,AS7,0.6600771691867192,2.3159703454569174
MERCEDES-BENZ,SLK 250,TWO-SEATER,M6,0.6600771691867192,2.3159703454569174
MERCEDES-BENZ,SLK 350,TWO-SEATER,AS7,0.9097713823255937,2.3521825181113623
MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,AS7,1.0829619518997415,2.387389826338729
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,AM7,1.1905404896021932,2.555094448578319
MERCEDES-BENZ,SLS AMG GT ROADSTER,TWO-SEATER,AM7,1.1905404896021932,2.555094448578319
MINI,COOPER 3 DOOR,SUBCOMPACT,AS6,0.5648005802379491,2.2355284469075487
MINI,COOPER 3 DOOR,SUBCOMPACT,M6,0.5555553723232021,2.2121876044039577
MINI,COOPER 5 DOOR,SUBCOMPACT,AS6,0.5648005802379491,2.2355284469075487
MINI,COOPER 5 DOOR,SUBCOMPACT,M6,0.5579146110667117,2.220108088040055
MINI,COOPER CONVERTIBLE,MINICOMPACT,AS6,0.5920795010425931,2.2479732663618064
MINI,COOPER CONVERTIBLE,MINICOMPACT,M6,0.5876402232495037,2.2355284469075487
MINI,COOPER COUNTRYMAN,COMPACT,AS6,0.6126761283210265,2.301029995663981
MINI,COOPER COUNTRYMAN,COMPACT,M6,0.5876402232495037,2.2355284469075487
MINI,COOPER COUPE,TWO-SEATER,AS6,0.5898744654549265,2.2430380486862944
MINI,COOPER COUPE,TWO-SEATER,M6,0.5830809505586425,2.2253092817258624
MINI,COOPER PACEMAN,COMPACT,AS6,0.6126761283210265,2.301029995663981
MINI,COOPER PACEMAN,COMPACT,M6,0.5876402232495037,2.2355284469075487
MINI,COOPER ROADSTER,TWO-SEATER,AS6,0.5920795010425931,2.2479732663618064
MINI,COOPER ROADSTER,TWO-SEATER,M6,0.5876402232495037,2.2355284469075487
MINI,COOPER S 3 DOOR,SUBCOMPACT,AS6,0.6816606196206595,2.276461804173244
MINI,COOPER S 3 DOOR,SUBCOMPACT,M6,0.6896946532557251,2.296665190261531
MINI,COOPER S 5 DOOR,SUBCOMPACT,AS6,0.6816606196206595,2.276461804173244
MINI,COOPER S 5 DOOR,SUBCOMPACT,M6,0.6896946532557251,2.296665190261531
MINI,COOPER S CONVERTIBLE,MINICOMPACT,AS6,0.6006222287315426,2.2695129442179165
MINI,COOPER S CONVERTIBLE,MINICOMPACT,M6,0.6006222287315426,2.2695129442179165
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,AS6,0.6183947376746195,2.3159703454569174
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,M6,0.6126761283210265,2.301029995663981
MINI,COOPER S COUPE,TWO-SEATER,AS6,0.6006222287315426,2.2695129442179165
MINI,COOPER S COUPE,TWO-SEATER,M6,0.6006222287315426,2.2695129442179165
MINI,COOPER S PACEMAN ALL4,COMPACT,AS6,0.6183947376746195,2.3159703454569174
MINI,COOPER S PACEMAN ALL4,COMPACT,M6,0.6126761283210265,2.301029995663981
MINI,COOPER S ROADSTER,TWO-SEATER,AS6,0.6006222287315426,2.2695129442179165
MINI,COOPER S ROADSTER,TWO-SEATER,M6,0.6006222287315426,2.2695129442179165
MINI,JOHN COOPER WORKS,SUBCOMPACT,AS6,0.6857254625864626,2.285557309007773
MINI,JOHN COOPER WORKS,SUBCOMPACT,M6,0.7010708387136986,2.326335860928751
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,AS6,0.6006222287315426,2.2695129442179165
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,M6,0.6006222287315426,2.2695129442179165
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,AS6,0.6183947376746195,2.3159703454569174
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,M6,0.6126761283210265,2.301029995663981
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,AS6,0.6006222287315426,2.2695129442179165
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,M6,0.6006222287315426,2.2695129442179165
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,AS6,0.6183947376746195,2.3159703454569174
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,M6,0.6126761283210265,2.301029995663981
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,AS6,0.6006222287315426,2.2695129442179165
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,M6,0.6006222287315426,2.2695129442179165
MITSUBISHI,LANCER,COMPACT,AV6,0.6816606196206595,2.276461804173244
MITSUBISHI,LANCER,COMPACT,M5,0.6857254625864626,2.285557309007773
MITSUBISHI,LANCER AWD,COMPACT,AV6,0.7710056606387317,2.340444114840118
MITSUBISHI,LANCER EVOLUTION,COMPACT,AM6,0.7527763672778469,2.4593924877592306
MITSUBISHI,LANCER EVOLUTION,COMPACT,M5,0.7500556176421282,2.45178643552429
MITSUBISHI,LANCER RALLIART,COMPACT,AM6,0.7401717887530164,2.426511261364575
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,AV6,0.6896946532557251,2.296665190261531
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,M5,0.6896946532557251,2.296665190261531
MITSUBISHI,MIRAGE,COMPACT,AV,0.4453563874568976,2.133538908370217
MITSUBISHI,MIRAGE,COMPACT,M5,0.45907799934963783,2.167317334748176
MITSUBISHI,OUTLANDER,SUV - SMALL,AV6,0.7542167277793796,2.296665190261531
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,AV6,0.7637493667953096,2.320146286111054
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,AS6,0.8603050451414658,2.3654879848908994
MITSUBISHI,RVR,SUV - SMALL,AV6,0.6857254625864626,2.285557309007773
MITSUBISHI,RVR,SUV - SMALL,M5,0.6935725900301843,2.305351369446624
MITSUBISHI,RVR 4WD,SUV - SMALL,AV6,0.6935725900301843,2.305351369446624
MITSUBISHI,RVR 4WD,SUV - SMALL,AV6,0.7727719890339111,2.34439227368511
NISSAN,370Z COUPE,TWO-SEATER,AS7,0.9504486793946301,2.4065401804339546
NISSAN,370Z COUPE,TWO-SEATER,M6,0.9564203762982206,2.421603926869831
NISSAN,370Z ROADSTER,TWO-SEATER,AS7,0.9564203762982206,2.421603926869831
NISSAN,370Z ROADSTER,TWO-SEATER,M6,0.9607643799738776,2.4329692908744054
NISSAN,ALTIMA,MID-SIZE,AV,0.7478117395825218,2.2430380486862944
NISSAN,ALTIMA,MID-SIZE,AV,0.8954067230331494,2.3159703454569174
NISSAN,ARMADA 4WD,SUV - STANDARD,A5,1.1650010091860996,2.5820633629117085
NISSAN,GT-R,SUBCOMPACT,AM6,0.981267184260116,2.462397997898956
NISSAN,JUKE,STATION WAGON - SMALL,AV7,0.5964049385611208,2.2600713879850747
NISSAN,JUKE,STATION WAGON - SMALL,M6,0.5920795010425931,2.2479732663618064
NISSAN,JUKE AWD,STATION WAGON - SMALL,AV7,0.602691982556862,2.276461804173244
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,M6,0.6047366478389017,2.281033367247727
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,AV8,0.6146039529663868,2.305351369446624
NISSAN,MICRA,COMPACT,A4,0.5942560837634587,2.252853030979893
NISSAN,MICRA,COMPACT,M5,0.5920795010425931,2.2479732663618064
NISSAN,PATHFINDER,SUV - SMALL,AV,0.9197950924901812,2.378397900948137
NISSAN,PATHFINDER 4WD,SUV - SMALL,AV,0.9245920836272425,2.390935107103379
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,AV,0.9292564219212699,2.403120521175817
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,AV,0.7725412270939821,2.305351369446624
NISSAN,ROGUE,SUV - SMALL,AV,0.762673921966497,2.281033367247727
NISSAN,ROGUE AWD,SUV - SMALL,AV,0.7666903693444111,2.2922560713564755
NISSAN,SENTRA,MID-SIZE,AV,0.6224366855903662,2.220108088040055
NISSAN,SENTRA,MID-SIZE,M6,0.6380873700732205,2.2600713879850747
NISSAN,VERSA,COMPACT,AV,0.5711126116204629,2.1931245983544616
NISSAN,VERSA,COMPACT,M5,0.5920795010425931,2.2479732663618064
NISSAN,XTERRA 4WD,SUV - SMALL,A5,1.0195846654510201,2.514547752660286
NISSAN,XTERRA 4WD,SUV - SMALL,M6,1.0219439041945295,2.5198279937757184
PORSCHE,911 CARRERA,MINICOMPACT,AM7,0.9045992349196926,2.3654879848908994
PORSCHE,911 CARRERA,MINICOMPACT,M7,0.912749748812877,2.387389826338729
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,AM7,0.9045992349196926,2.3654879848908994
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,M7,0.9143336366981892,2.390935107103379
PORSCHE,911 CARRERA 4,MINICOMPACT,AM7,0.906261148071408,2.371067862271736
PORSCHE,911 CARRERA 4,MINICOMPACT,M7,0.9143336366981892,2.390935107103379
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,AM7,0.9111508475484947,2.383815365980431
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,M7,0.9174574819072369,2.399673721481037
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,AM7,0.9598863490586458,2.4065401804339546
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,M7,0.9628986223278311,2.4149733479708178
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,AM7,0.9643848241923776,2.418301291319745
PORSCHE,911 CARRERA 4 GTS CABRIOLET,MINICOMPACT,M7,0.9673185124052012,2.426511261364575
PORSCHE,911 CARRERA 4S,MINICOMPACT,AM7,0.953695458984695,2.390935107103379
PORSCHE,911 CARRERA 4S,MINICOMPACT,M7,0.9583597972787222,2.403120521175817
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,AM7,0.9583597972787222,2.403120521175817
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,M7,0.9613992096068398,2.41161970596323
PORSCHE,911 CARRERA GTS,MINICOMPACT,AM7,0.9583597972787222,2.403120521175817
PORSCHE,911 CARRERA GTS,MINICOMPACT,M7,0.9613992096068398,2.41161970596323
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,AM7,0.9598863490586458,2.4065401804339546
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,M7,0.9673185124052012,2.426511261364575
PORSCHE,911 CARRERA S,MINICOMPACT,AM7,0.9505126698350005,2.383815365980431
PORSCHE,911 CARRERA S,MINICOMPACT,M7,0.953695458984695,2.390935107103379
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,AM7,0.9521115710993827,2.387389826338729
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,M7,0.9568193041937426,2.399673721481037
PORSCHE,911 GT3,TWO-SEATER,AM7,0.9990396932031926,2.507855871695831
PORSCHE,911 TARGA 4,MINICOMPACT,AM7,0.9159027905292116,2.394451680826216
PORSCHE,911 TARGA 4,MINICOMPACT,M7,0.92052452677214,2.4065401804339546
PORSCHE,911 TARGA 4S,MINICOMPACT,AM7,0.9613992096068398,2.41161970596323
PORSCHE,911 TARGA 4S,MINICOMPACT,M7,0.9643848241923776,2.418301291319745
PORSCHE,911 TURBO,MINICOMPACT,AM7,0.9716255418023125,2.437750562820388
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,AM7,0.9716255418023125,2.437750562820388
PORSCHE,911 TURBO S,MINICOMPACT,AM7,0.9716255418023125,2.437750562820388
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,AM7,0.9716255418023125,2.437750562820388
PORSCHE,BOXSTER,TWO-SEATER,AM7,0.8072753447494531,2.326335860928751
PORSCHE,BOXSTER,TWO-SEATER,M6,0.8196450707192151,2.357934847000453
PORSCHE,BOXSTER GTS,TWO-SEATER,AM7,0.8942684874807562,2.3384564936046046
PORSCHE,BOXSTER GTS,TWO-SEATER,M6,0.9143336366981892,2.390935107103379
PORSCHE,BOXSTER S,TWO-SEATER,AM7,0.8995129353965403,2.3521825181113623
PORSCHE,BOXSTER S,TWO-SEATER,M6,0.9095366455611278,2.378397900948137
PORSCHE,CAYENNE S,SUV - STANDARD,A8,0.9566913934905784,2.4563660331290427
PORSCHE,CAYENNE TURBO,SUV - STANDARD,A8,1.0841067399746747,2.514547752660286
PORSCHE,CAYMAN,TWO-SEATER,AM7,0.8072753447494531,2.326335860928751
PORSCHE,CAYMAN,TWO-SEATER,M6,0.8196450707192151,2.357934847000453
PORSCHE,CAYMAN GTS,TWO-SEATER,AM7,0.8942684874807562,2.3384564936046046
PORSCHE,CAYMAN GTS,TWO-SEATER,M6,0.9143336366981892,2.390935107103379
PORSCHE,CAYMAN S,TWO-SEATER,AM7,0.8995129353965403,2.3521825181113623
PORSCHE,CAYMAN S,TWO-SEATER,M6,0.9095366455611278,2.378397900948137
PORSCHE,MACAN S,SUV - SMALL,A7,0.892169318966924,2.44870631990508
PORSCHE,MACAN TURBO,SUV - SMALL,A7,0.9580684037532349,2.45178643552429
PORSCHE,PANAMERA,FULL-SIZE,AM7,0.9376853666526646,2.399673721481037
PORSCHE,PANAMERA 4,FULL-SIZE,AM7,0.9407524115175676,2.4065401804339546
PORSCHE,PANAMERA 4S,FULL-SIZE,AM7,0.880728812127645,2.418301291319745
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,AM7,0.8822020338975038,2.421603926869831
PORSCHE,PANAMERA GTS,FULL-SIZE,AM7,1.0652749947696525,2.465382851448418
PORSCHE,PANAMERA S,FULL-SIZE,AM7,0.880728812127645,2.418301291319745
PORSCHE,PANAMERA TURBO,FULL-SIZE,AM7,1.066598004064908,2.468347330412157
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,AM7,1.0679107174636528,2.4727564493172123
PORSCHE,PANAMERA TURBO S,FULL-SIZE,AM7,1.066598004064908,2.468347330412157
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,AM7,1.0679107174636528,2.4727564493172123
ROLLS-ROYCE,GHOST,FULL-SIZE,AS8,1.217987587155764,2.5682017240669945
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,AS8,1.217987587155764,2.5682017240669945
ROLLS-ROYCE,PHANTOM,FULL-SIZE,AS8,1.2344576326863002,2.597695185925512
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,AS8,1.2344576326863002,2.597695185925512
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,AS8,1.2344576326863002,2.597695185925512
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,AS8,1.2344576326863002,2.597695185925512
ROLLS-ROYCE,WRAITH,MID-SIZE,AS8,1.2126659211931154,2.555094448578319
SCION,FR-S,MINICOMPACT,AS6,0.6857254625864626,2.285557309007773
SCION,FR-S,MINICOMPACT,M6,0.7082499145102564,2.34439227368511
SCION,iQ,MINICOMPACT,AV,0.4874044443427746,2.167317334748176
SCION,tC,COMPACT,AS6,0.7763320118022147,2.3159703454569174
SCION,tC,COMPACT,M6,0.7763320118022147,2.3159703454569174
SCION,xB,STATION WAGON - SMALL,AS4,0.7762501085545159,2.3521825181113623
SCION,xB,STATION WAGON - SMALL,M5,0.7762501085545159,2.3521825181113623
SMART,FORTWO CABRIOLET,TWO-SEATER,AM5,0.3971712147393362,2.176091259055681
SMART,FORTWO COUPE,TWO-SEATER,AM5,0.3971712147393362,2.176091259055681
SUBARU,BRZ,MINICOMPACT,AS6,0.6857254625864626,2.285557309007773
SUBARU,BRZ,MINICOMPACT,M6,0.7082499145102564,2.34439227368511
SUBARU,FORESTER AWD,SUV - SMALL,AV8,0.7046985660671081,2.3344537511509307
SUBARU,FORESTER AWD,SUV - SMALL,AV6,0.7706134024486218,2.301029995663981
SUBARU,FORESTER AWD,SUV - SMALL,M6,0.7872185515740542,2.34439227368511
SUBARU,IMPREZA AWD,COMPACT,AV6,0.668843102518724,2.2430380486862944
SUBARU,IMPREZA AWD,COMPACT,M5,0.6857254625864626,2.285557309007773
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,AV6,0.668843102518724,2.2430380486862944
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,M5,0.6857254625864626,2.285557309007773
SUBARU,LEGACY AWD,MID-SIZE,AV6,0.7543422126887159,2.2600713879850747
SUBARU,LEGACY AWD,MID-SIZE,M6,0.7836672031309058,2.3344537511509307
SUBARU,LEGACY AWD,MID-SIZE,AV6,0.9264890328168357,2.371067862271736
SUBARU,OUTBACK AWD,SUV - SMALL,AV6,0.762673921966497,2.281033367247727
SUBARU,OUTBACK AWD,SUV - SMALL,M6,0.7889665757187211,2.3483048630481607
SUBARU,OUTBACK AWD,SUV - SMALL,AV6,0.9313787322939224,2.383815365980431
SUBARU,WRX,COMPACT,AV8,0.732739625406461,2.4065401804339546
SUBARU,WRX,COMPACT,M6,0.7117280340308614,2.3521825181113623
SUBARU,WRX,COMPACT,M6,0.8276472444432694,2.44870631990508
SUBARU,XV CROSSTREK AWD,SUV - SMALL,AV6,0.6795908657953401,2.2695129442179165
SUBARU,XV CROSSTREK AWD,SUV - SMALL,M5,0.6992272922716549,2.320146286111054
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,AV6,0.6666088603133014,2.2380461031287955
TOYOTA,4RUNNER 4WD,SUV - STANDARD,AS5,1.0020759295412534,2.468347330412157
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,AS5,1.0020759295412534,2.468347330412157
TOYOTA,AVALON,MID-SIZE,AS6,0.9062932628049888,2.34439227368511
TOYOTA,CAMRY,MID-SIZE,AS6,0.7646940996502604,2.285557309007773
TOYOTA,CAMRY,MID-SIZE,AS6,0.9045269344098095,2.3384564936046046
TOYOTA,CAMRY HYBRID LE,MID-SIZE,AV,0.6992847162143294,2.117271295655764
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,AV,0.7051019416598452,2.133538908370217
TOYOTA,COROLLA,MID-SIZE,A4,0.6315568969670262,2.2430380486862944
TOYOTA,COROLLA,MID-SIZE,AV7,0.6200774468468565,2.2121876044039577
TOYOTA,COROLLA,MID-SIZE,AV,0.6247633820707423,2.2253092817258624
TOYOTA,COROLLA,MID-SIZE,M6,0.6270584218332945,2.2304489213782737
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,AV,0.6127950431325627,2.1931245983544616
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,AV,0.6152576097938083,2.201397124320452
TOYOTA,HIGHLANDER,SUV - SMALL,AS6,0.8327532413682646,2.390935107103379
TOYOTA,HIGHLANDER,SUV - SMALL,AS6,0.9307829737011933,2.4065401804339546
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,AS6,0.9382151370477488,2.426511261364575
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,AV6,0.8857650805753459,2.2922560713564755
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,AV6,0.8837688108811951,2.285557309007773
TOYOTA,RAV4,SUV - SMALL,AS6,0.7744472679438155,2.311753861055754
TOYOTA,RAV4 AWD,SUV - SMALL,AS6,0.7854522231788748,2.3384564936046046
TOYOTA,RAV4 LE/XLE,SUV - SMALL,AS6,0.7744472679438155,2.311753861055754
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,AS6,0.7872185515740542,2.34439227368511
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,AS6,1.1712647415319972,2.5820633629117085
TOYOTA,VENZA,SUV - SMALL,AS6,0.8279562502312032,2.378397900948137
TOYOTA,VENZA,SUV - SMALL,AS6,0.9277159288362903,2.399673721481037
TOYOTA,VENZA 4WD,SUV - SMALL,AS6,0.8295704522185702,2.383815365980431
TOYOTA,VENZA 4WD,SUV - SMALL,AS6,0.9337952469703787,2.4149733479708178
TOYOTA,YARIS,COMPACT,A4,0.5602413075470879,2.2253092817258624
TOYOTA,YARIS,COMPACT,M5,0.5555553723232021,2.2121876044039577
VOLKSWAGEN,BEETLE,COMPACT,AS6,0.6504355267289157,2.2922560713564755
VOLKSWAGEN,BEETLE,COMPACT,M5,0.6543585598331262,2.301029995663981
VOLKSWAGEN,BEETLE,COMPACT,AM6,0.6992272922716549,2.320146286111054
VOLKSWAGEN,BEETLE,COMPACT,M6,0.7010708387136986,2.326335860928751
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,AS6,0.6543585598331262,2.301029995663981
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,AM6,0.7046985660671081,2.3344537511509307
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,M6,0.7010708387136986,2.326335860928751
VOLKSWAGEN,CC,COMPACT,AM6,0.7028944545335852,2.3304137733491905
VOLKSWAGEN,CC,COMPACT,M6,0.7082499145102564,2.34439227368511
VOLKSWAGEN,CC 4MOTION,COMPACT,AS6,0.9510681120968153,2.4329692908744054
VOLKSWAGEN,EOS,SUBCOMPACT,AM6,0.7064835861150771,2.340444114840118
VOLKSWAGEN,GOLF,COMPACT,AS6,0.6423046602436424,2.2695129442179165
VOLKSWAGEN,GOLF,COMPACT,M5,0.6402091945334429,2.2648178230095364
VOLKSWAGEN,GOLF GTI,COMPACT,AM6,0.6877217322806135,2.2922560713564755
VOLKSWAGEN,GOLF GTI,COMPACT,M6,0.6837052849026992,2.281033367247727
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,AS6,0.6443744140689617,2.285557309007773
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,M5,0.6443744140689617,2.276461804173244
VOLKSWAGEN,JETTA,COMPACT,AS6,0.6380873700732205,2.2600713879850747
VOLKSWAGEN,JETTA,COMPACT,M5,0.6402091945334429,2.2648178230095364
VOLKSWAGEN,JETTA,COMPACT,AS6,0.6954786308800178,2.311753861055754
VOLKSWAGEN,JETTA,COMPACT,M5,0.6857254625864626,2.285557309007773
VOLKSWAGEN,JETTA GLI,COMPACT,AM6,0.6935725900301843,2.305351369446624
VOLKSWAGEN,JETTA GLI,COMPACT,M6,0.6954786308800178,2.311753861055754
VOLKSWAGEN,PASSAT,MID-SIZE,AS6,0.6464190793510015,2.281033367247727
VOLKSWAGEN,PASSAT,MID-SIZE,M5,0.6484392570347649,2.285557309007773
VOLKSWAGEN,PASSAT,MID-SIZE,AM6,0.9297645303065554,2.378397900948137
VOLKSWAGEN,TIGUAN,SUV - SMALL,AS6,0.7233659461828157,2.383815365980431
VOLKSWAGEN,TIGUAN,SUV - SMALL,M6,0.7342524859546551,2.41161970596323
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,AS6,0.7265487353325102,2.390935107103379
VOLKSWAGEN,TOUAREG,SUV - STANDARD,AS8,0.9594342640128842,2.465382851448418
VOLVO,S60 POLESTAR AWD,COMPACT,AS6,0.8747037852139896,2.403120521175817
VOLVO,S60 T5 ,COMPACT,AS8,0.6857254625864626,2.285557309007773
VOLVO,S60 T6   ,COMPACT,AS8,0.6954786308800178,2.311753861055754
VOLVO,S60 T6 AWD,COMPACT,AS6,0.8777431975421073,2.41161970596323
VOLVO,S80 T5,MID-SIZE,AS8,0.6857254625864626,2.285557309007773
VOLVO,S80 T6 AWD,MID-SIZE,AS6,0.8777431975421073,2.41161970596323
VOLVO,V60 CC,SUV - SMALL,AS8,0.6935725900301843,2.305351369446624
VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,AS6,0.8747037852139896,2.403120521175817
VOLVO,V60 T5,STATION WAGON - SMALL,AS8,0.6857254625864626,2.285557309007773
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,AS6,0.8777431975421073,2.41161970596323
VOLVO,XC60 3.2 AWD,SUV - SMALL,AS6,0.9050416769090586,2.421603926869831
VOLVO,XC60 T5,SUV - SMALL,AS8,0.6935725900301843,2.305351369446624
VOLVO,XC60 T6  ,SUV - SMALL,AS8,0.7046985660671081,2.3344537511509307
VOLVO,XC60 T6 AWD,SUV - SMALL,AS6,0.8879695297375799,2.437750562820388
VOLVO,XC70 3.2 AWD,SUV - SMALL,AS6,0.9020822532746533,2.4149733479708178
VOLVO,XC70 T5,SUV - SMALL,AS8,0.6935725900301843,2.305351369446624
VOLVO,XC70 T6 AWD,SUV - SMALL,AS6,0.8879695297375799,2.437750562820388
ACURA,ILX,COMPACT,AM8,0.7441129403189948,2.276461804173244
ACURA,MDX SH-AWD,SUV - SMALL,AS9,0.9307829737011933,2.404833716619938
ACURA,MDX SH-AWD ELITE,SUV - SMALL,AS9,0.9245920836272425,2.399673721481037
ACURA,RDX AWD,SUV - SMALL,AS6,0.9245920836272425,2.396199347095736
ACURA,RLX,MID-SIZE,AS6,0.9131792319762262,2.371067862271736
ACURA,RLX HYBRID,MID-SIZE,AM7,0.8690914864011231,2.255272505103306
ACURA,TLX,COMPACT,AM8,0.7482273594263538,2.2922560713564755
ACURA,TLX SH-AWD,COMPACT,AS9,0.9062932628049888,2.3541084391474008
ALFA ROMEO,4C,TWO-SEATER,AM6,0.6484392570347649,2.294466226161593
ASTON MARTIN,DB9 GT,MINICOMPACT,A6,1.172988546822567,2.562292864456474
ASTON MARTIN,RAPIDE S,SUBCOMPACT,A8,1.163075377038472,2.521138083704036
ASTON MARTIN,VANQUISH,MINICOMPACT,A8,1.17005635202491,2.5390760987927767
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,AM7,1.082493472755294,2.53529412004277
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,M6,1.0914324022010948,2.558708570533166
ASTON MARTIN,VANTAGE GT,TWO-SEATER,AM7,1.082493472755294,2.53529412004277
ASTON MARTIN,VANTAGE GT,TWO-SEATER,M6,1.0914324022010948,2.558708570533166
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,AM7,1.082493472755294,2.53529412004277
ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,M6,1.0914324022010948,2.558708570533166
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,AM7,1.1883977748982626,2.591064607026499
AUDI,A3,SUBCOMPACT,AM6,0.6543585598331262,2.3096301674258983
AUDI,A3 QUATTRO,SUBCOMPACT,AM6,0.6896946532557251,2.3031960574204886
AUDI,A3 CABRIOLET QUATTRO,SUBCOMPACT,AM6,0.6954786308800178,2.318063334962761
AUDI,A4,COMPACT,AV8,0.6954786308800178,2.326335860928751
AUDI,A4 QUATTRO,COMPACT,AS8,0.7082499145102564,2.3502480183341623
AUDI,A4 QUATTRO,COMPACT,M6,0.6992272922716549,2.3304137733491905
AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,AS8,0.7134405646834607,2.3654879848908994
AUDI,A5 QUATTRO,SUBCOMPACT,AS8,0.7082499145102564,2.3502480183341623
AUDI,A5 QUATTRO,SUBCOMPACT,M6,0.6992272922716549,2.3304137733491905
AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,AS8,0.7117280340308614,2.3617278360175926
AUDI,A6 QUATTRO,MID-SIZE,AS8,0.7010708387136986,2.3242824552976926
AUDI,A6 QUATTRO,MID-SIZE,AS8,0.8569312762709129,2.3654879848908994
AUDI,A7 QUATTRO,MID-SIZE,AS8,0.8569312762709129,2.3654879848908994
AUDI,A8 QUATTRO,MID-SIZE,AS8,0.8668566577702679,2.392696953259666
AUDI,A8 QUATTRO,MID-SIZE,AS8,0.9718477269953146,2.396199347095736
