Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km),Engine Power
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,0.3010299956639811,1.2962183778481056,AV,X,1.0,0.9294189257142926,0.9684829485539352,2.3304137733491905,0.37790263987959616
NISSAN,PATHFINDER,SUV - SMALL,0.5440680443502756,1.2986580151756753,AV,X,1.0791812460476249,0.9493900066449128,1.0253058652647702,2.387389826338729,0.7244383964109912
NISSAN,PATHFINDER 4WD,SUV - SMALL,0.5440680443502756,1.2986580151756753,AV,X,1.0899051114393978,0.9684829485539352,1.041392685158225,2.403120521175817,0.7358046729551688
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,0.3979400086720376,1.2962183778481056,AV,X,0.9590413923210936,0.9294189257142926,0.9444826721501686,2.305351369446624,0.4871803625546143
NISSAN,QUEST,MINIVAN,0.5440680443502756,1.2986580151756753,AV,X,1.0969100130080565,0.9777236052888476,1.0453229787866574,2.4065401804339546,0.7385816546443067
NISSAN,ROGUE,SUV - SMALL,0.3979400086720376,1.2962183778481056,AV,X,0.9637878273455552,0.8573324964312684,0.919078092376074,2.281033367247727,0.4740762445545297
NISSAN,ROGUE AWD,SUV - SMALL,0.3979400086720376,1.2962183778481056,AV,X,0.9777236052888476,0.8692317197309762,0.9344984512435676,2.296665190261531,0.48203033015642344
NISSAN,SENTRA,MID-SIZE,0.255272505103306,1.2962183778481056,AV,X,0.8920946026904804,0.7781512503836435,0.8450980400142567,2.206825876031849,0.27963357139442035
NISSAN,SENTRA,MID-SIZE,0.255272505103306,1.2962183778481056,M6,X,0.9395192526186184,0.8195439355418686,0.8920946026904804,2.252853030979893,0.295184212908383
NISSAN,TITAN,PICKUP TRUCK - STANDARD,0.7481880270062004,1.3000676416768184,A5,X,1.2528530309798929,1.1072099696478683,1.1931245983544614,2.555094448578319,1.160546383456184
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,0.7481880270062004,1.3000676416768184,A5,X,1.294466226161593,1.1553360374650616,1.2380461031287953,2.599883072073688,1.2042413085102517
NISSAN,VERSA,COMPACT,0.2041199826559248,1.2962183778481056,AV,X,0.8573324964312684,0.7634279935629372,0.8195439355418686,2.181843587944772,0.2168382723080161
NISSAN,VERSA,COMPACT,0.2041199826559248,1.2962183778481056,M5,X,0.9344984512435676,0.8129133566428555,0.8864907251724818,2.2479732663618064,0.23455132656967964
NISSAN,XTERRA 4WD,SUV - SMALL,0.6020599913279623,1.2986580151756753,A5,X,1.2068258760318495,1.0755469613925306,1.1522883443830565,2.514547752660286,0.9009397262569615
NISSAN,XTERRA 4WD,SUV - SMALL,0.6020599913279623,1.2986580151756753,M6,X,1.1818435879447724,1.0755469613925306,1.136720567156407,2.4983105537896004,0.8887677477575031
PORSCHE,911 CARRERA,MINICOMPACT,0.531478917042255,1.2986580151756753,AM7,Z,1.0644579892269184,0.919078092376074,1.0043213737826424,2.3654879848908994,0.6931920081272641
PORSCHE,911 CARRERA,MINICOMPACT,0.531478917042255,1.2986580151756753,M7,Z,1.0969100130080565,0.9344984512435676,1.0293837776852095,2.390935107103379,0.7104903137724818
PORSCHE,911 CARRERA 4,MINICOMPACT,0.531478917042255,1.2986580151756753,AM7,Z,1.0718820073061253,0.9294189257142926,1.012837224705172,2.374748346010104,0.699069728104155
PORSCHE,911 CARRERA 4,MINICOMPACT,0.531478917042255,1.2986580151756753,M7,Z,1.093421685162235,0.9344984512435676,1.0293837776852095,2.390935107103379,0.7104903137724818
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,0.531478917042255,1.2986580151756753,AM7,Z,1.0791812460476249,0.9395192526186184,1.021189299069938,2.383815365980431,0.7048344079686636
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,0.531478917042255,1.2986580151756753,M7,Z,1.1003705451175627,0.9542425094393248,1.041392685158225,2.403120521175817,0.7187789740598568
PORSCHE,911 CARRERA 4S,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.0899051114393978,0.9493900066449128,1.0334237554869496,2.394451680826216,0.7781067178195308
PORSCHE,911 CARRERA 4S,MINICOMPACT,0.57978359661681,1.2986580151756753,M7,Z,1.1072099696478683,0.9493900066449128,1.041392685158225,2.403120521175817,0.7841068486256287
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.1038037209559568,0.9542425094393248,1.041392685158225,2.403120521175817,0.7841068486256287
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,0.57978359661681,1.2986580151756753,M7,Z,1.1105897102992488,0.9590413923210936,1.0492180226701815,2.41161970596323,0.7899988630630068
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,0.531478917042255,1.2986580151756753,AM7,Z,1.0644579892269184,0.919078092376074,1.0043213737826424,2.3654879848908994,0.6931920081272641
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,0.531478917042255,1.2986580151756753,M7,Z,1.093421685162235,0.9344984512435676,1.0293837776852095,2.390935107103379,0.7104903137724818
PORSCHE,911 CARRERA S,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.08278537031645,0.9395192526186184,1.0253058652647702,2.387389826338729,0.7719944285646521
PORSCHE,911 CARRERA S,MINICOMPACT,0.57978359661681,1.2986580151756753,M7,Z,1.1003705451175627,0.9344984512435676,1.0334237554869496,2.394451680826216,0.7781067178195308
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.093421685162235,0.9395192526186184,1.0293837776852095,2.390935107103379,0.7750648544496545
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,0.57978359661681,1.2986580151756753,M7,Z,1.1003705451175627,0.9444826721501686,1.0374264979406236,2.399673721481037,0.7811205451835413
PORSCHE,911 GT3,TWO-SEATER,0.57978359661681,1.2986580151756753,AM7,Z,1.2041199826559246,1.0606978403536116,1.1461280356782375,2.507855871695831,0.862966347838906
PORSCHE,911 TURBO,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.136720567156407,0.9822712330395684,1.0755469613925306,2.437750562820388,0.8098229903720072
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.136720567156407,0.9822712330395684,1.0755469613925306,2.437750562820388,0.8098229903720072
PORSCHE,911 TURBO S,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.136720567156407,0.9822712330395684,1.0755469613925306,2.437750562820388,0.8098229903720072
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,0.57978359661681,1.2986580151756753,AM7,Z,1.136720567156407,0.9822712330395684,1.0755469613925306,2.437750562820388,0.8098229903720072
PORSCHE,BOXSTER,TWO-SEATER,0.4313637641589873,1.2986580151756753,AM7,Z,1.0293837776852095,0.8692317197309762,0.9637878273455552,2.326335860928751,0.5399081675792281
PORSCHE,BOXSTER,TWO-SEATER,0.4313637641589873,1.2986580151756753,M6,Z,1.0606978403536116,0.8976270912904415,0.99563519459755,2.357934847000453,0.5577488719411045
PORSCHE,BOXSTER S,TWO-SEATER,0.531478917042255,1.2986580151756753,AM7,Z,1.0530784434834195,0.8976270912904415,0.9912260756924948,2.3521825181113623,0.6841535108722021
PORSCHE,BOXSTER S,TWO-SEATER,0.531478917042255,1.2986580151756753,M6,Z,1.0755469613925306,0.9344984512435676,1.0170333392987805,2.378397900948137,0.7019659256534716
PORSCHE,CAYENNE,SUV - STANDARD,0.5563025007672872,1.2986580151756753,A8,Z,1.1492191126553797,1.0086001717619173,1.093421685162235,2.462397997898956,0.789938889776216
PORSCHE,CAYENNE,SUV - STANDARD,0.5563025007672872,1.2986580151756753,M6,Z,1.1986570869544224,1.0374264979406236,1.1335389083702174,2.4955443375464483,0.8189214453555086
PORSCHE,CAYENNE GTS,SUV - STANDARD,0.6812412373755872,1.3000676416768184,A8,Z,1.2227164711475833,1.0606978403536116,1.1583624920952496,2.5289167002776547,1.0259149643684649
PORSCHE,CAYENNE S,SUV - STANDARD,0.6812412373755872,1.3000676416768184,A8,Z,1.1903316981702914,1.0293837776852095,1.1205739312058498,2.4913616938342726,0.9924471592876385
PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,0.4771212547196624,1.2986580151756753,A8,Z,1.0718820073061253,0.99563519459755,1.0374264979406236,2.399673721481037,0.6428074488136913
PORSCHE,CAYENNE TURBO,SUV - STANDARD,0.6812412373755872,1.3000676416768184,A8,Z,1.212187604403958,1.041392685158225,1.143014800254095,2.513217600067939,1.0123221323872809
PORSCHE,CAYENNE TURBO S,SUV - STANDARD,0.6812412373755872,1.3000676416768184,A8,Z,1.2552725051033058,1.0755469613925306,1.1818435879447724,2.553883026643874,1.0467112244132997
PORSCHE,CAYMAN,TWO-SEATER,0.4313637641589873,1.2986580151756753,AM7,Z,1.0293837776852095,0.8692317197309762,0.9637878273455552,2.326335860928751,0.5399081675792281
PORSCHE,CAYMAN,TWO-SEATER,0.4313637641589873,1.2986580151756753,M6,Z,1.0606978403536116,0.8976270912904415,0.99563519459755,2.357934847000453,0.5577488719411045
PORSCHE,CAYMAN S,TWO-SEATER,0.531478917042255,1.2986580151756753,AM7,Z,1.0530784434834195,0.8976270912904415,0.9912260756924948,2.3521825181113623,0.6841535108722021
PORSCHE,CAYMAN S,TWO-SEATER,0.531478917042255,1.2986580151756753,M6,Z,1.0755469613925306,0.9344984512435676,1.0170333392987805,2.378397900948137,0.7019659256534716
PORSCHE,PANAMERA,FULL-SIZE,0.5563025007672872,1.2986580151756753,AM7,Z,1.1105897102992488,0.9242792860618816,1.0374264979406236,2.399673721481037,0.7494853514690001
PORSCHE,PANAMERA 4,FULL-SIZE,0.5563025007672872,1.2986580151756753,AM7,Z,1.117271295655764,0.9395192526186184,1.0453229787866574,2.4065401804339546,0.7551901380095465
PORSCHE,PANAMERA 4S,FULL-SIZE,0.4771212547196624,1.2986580151756753,AM7,Z,1.1271047983648077,0.9444826721501686,1.0530784434834195,2.4149733479708178,0.6525056657026062
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,0.4771212547196624,1.2986580151756753,AM7,Z,1.136720567156407,0.9493900066449128,1.0606978403536116,2.421603926869831,0.6572267761363089
PORSCHE,PANAMERA GTS,FULL-SIZE,0.6812412373755872,1.3000676416768184,AM7,Z,1.1789769472931697,0.9867717342662446,1.1038037209559568,2.465382851448418,0.977594460095134
PORSCHE,PANAMERA S,FULL-SIZE,0.4771212547196624,1.2986580151756753,AM7,Z,1.1271047983648077,0.9444826721501686,1.0530784434834195,2.4149733479708178,0.6525056657026062
PORSCHE,PANAMERA TURBO,FULL-SIZE,0.6812412373755872,1.3000676416768184,AM7,Z,1.1846914308175986,0.9867717342662446,1.1072099696478683,2.468347330412157,0.9806112372518871
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,0.6812412373755872,1.3000676416768184,AM7,Z,1.187520720836463,0.9912260756924948,1.1105897102992488,2.4727564493172123,0.9836045373057104
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A6,X,1.2329961103921538,1.0791812460476249,1.1702617153949573,2.531478917042255,1.150002660683282
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A8,X,1.1986570869544224,1.0374264979406236,1.1335389083702174,2.4955443375464483,1.1139155826983744
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A6,X,1.2455126678141497,1.1038037209559568,1.187520720836463,2.549003262025788,1.1669628858340984
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,A8,X,1.212187604403958,1.0606978403536116,1.1492191126553797,2.510545010206612,1.1293243382021878
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,0.5563025007672872,1.2986580151756753,A8,X,1.1643528557844371,1.0043213737826424,1.1003705451175627,2.462397997898956,0.7949590707300147
RAM,1500 FFV,PICKUP TRUCK - STANDARD,0.5563025007672872,1.2986580151756753,A8,X,1.143014800254095,0.9777236052888476,1.0755469613925306,2.437750562820388,0.7770253545488606
RAM,1500 HFE,PICKUP TRUCK - STANDARD,0.5563025007672872,1.2986580151756753,A8,X,1.1105897102992488,0.9684829485539352,1.0530784434834195,2.4149733479708178,0.7607930478981957
RAM,CARGO VAN FFV,MINIVAN,0.5563025007672872,1.2986580151756753,A6,X,1.1238516409670858,0.9590413923210936,1.0569048513364725,2.418301291319745,0.7635574236301651
ROLLS-ROYCE,GHOST,FULL-SIZE,0.8195439355418686,1.3017480372878634,A8,Z,1.2810333672477274,1.0899051114393978,1.2041199826559246,2.5658478186735176,1.2846030125754087
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,0.8195439355418686,1.3017480372878634,A8,Z,1.2810333672477274,1.0899051114393978,1.2041199826559246,2.5658478186735176,1.2846030125754087
ROLLS-ROYCE,PHANTOM,FULL-SIZE,0.8260748027008264,1.3017480372878634,A8,Z,1.3159703454569176,1.1072099696478683,1.2329961103921538,2.5943925503754266,1.3258915823780055
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,0.8260748027008264,1.3017480372878634,A8,Z,1.3159703454569176,1.1072099696478683,1.2329961103921538,2.5943925503754266,1.3258915823780055
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,0.8260748027008264,1.3017480372878634,A8,Z,1.3159703454569176,1.1038037209559568,1.2329961103921538,2.5943925503754266,1.3258915823780055
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,0.8260748027008264,1.3017480372878634,A8,Z,1.3159703454569176,1.1038037209559568,1.2329961103921538,2.5943925503754266,1.3258915823780055
ROLLS-ROYCE,WRAITH,MID-SIZE,0.8195439355418686,1.3017480372878634,A8,Z,1.2718416065364988,1.0718820073061253,1.1931245983544614,2.555094448578319,1.2728726999807043
SCION,FR-S,MINICOMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,0.9822712330395684,0.8450980400142567,0.9242792860618816,2.285557309007773,0.36065434369324006
SCION,FR-S,MINICOMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.0374264979406236,0.8920946026904804,0.9777236052888476,2.3384564936046046,0.3815083497989692
SCION,iQ,MINICOMPACT,0.1139433523068367,1.2962183778481056,AV,X,0.8195439355418686,0.7558748556724914,0.7923916894982539,2.1553360374650614,0.11703266086012318
SCION,tC,COMPACT,0.3979400086720376,1.2962183778481056,AS6,X,1.0086001717619173,0.8750612633916999,0.9542425094393248,2.3159703454569174,0.49221465403418224
SCION,tC,COMPACT,0.3979400086720376,1.2962183778481056,M6,X,1.0086001717619173,0.8808135922807911,0.9542425094393248,2.3159703454569174,0.49221465403418224
SCION,xB,STATION WAGON - SMALL,0.380211241711606,1.2962183778481056,AS4,X,1.0374264979406236,0.9344984512435676,0.99563519459755,2.357934847000453,0.49068566224835697
SCION,xB,STATION WAGON - SMALL,0.380211241711606,1.2962183778481056,M5,X,1.0374264979406236,0.9344984512435676,0.99563519459755,2.357934847000453,0.49068566224835697
SCION,xD,SUBCOMPACT,0.255272505103306,1.2962183778481056,A4,X,0.9444826721501686,0.8512583487190752,0.9030899869919434,2.2648178230095364,0.2988224636621303
SCION,xD,SUBCOMPACT,0.255272505103306,1.2962183778481056,M5,X,0.9344984512435676,0.8512583487190752,0.8976270912904415,2.2600713879850747,0.2970148520445002
SMART,FORTWO CABRIOLET,TWO-SEATER,0.0,1.2939948328639828,AM5,Z,0.8388490907372552,0.7558748556724914,0.8061799739838872,2.167317334748176,0.0
SMART,FORTWO COUPE,TWO-SEATER,0.0,1.2939948328639828,AM5,Z,0.8388490907372552,0.7558748556724914,0.8061799739838872,2.167317334748176,0.0
SUBARU,BRZ,MINICOMPACT,0.3010299956639811,1.2962183778481056,AS6,Z,0.9822712330395684,0.8512583487190752,0.9294189257142926,2.2922560713564755,0.36265983423447884
SUBARU,BRZ,MINICOMPACT,0.3010299956639811,1.2962183778481056,M6,Z,1.041392685158225,0.8976270912904415,0.9822712330395684,2.34439227368511,0.38328283693346454
SUBARU,FORESTER AWD,SUV - SMALL,0.3010299956639811,1.2962183778481056,AV,Z,1.0086001717619173,0.9344984512435676,0.9777236052888476,2.3384564936046046,0.3815083497989692
SUBARU,FORESTER AWD,SUV - SMALL,0.3979400086720376,1.2962183778481056,AV,X,0.9822712330395684,0.8692317197309762,0.9344984512435676,2.296665190261531,0.48203033015642344
SUBARU,FORESTER AWD,SUV - SMALL,0.3979400086720376,1.2962183778481056,M6,X,1.0374264979406236,0.919078092376074,0.9867717342662446,2.3483048630481607,0.5089937861581432
SUBARU,IMPREZA AWD,COMPACT,0.3010299956639811,1.2962183778481056,AV,X,0.9395192526186184,0.8195439355418686,0.8920946026904804,2.252853030979893,0.34809586052334857
SUBARU,IMPREZA AWD,COMPACT,0.3010299956639811,1.2962183778481056,M5,X,0.9822712330395684,0.8512583487190752,0.9294189257142926,2.2922560713564755,0.36265983423447884
SUBARU,IMPREZA AWD,COMPACT,0.3979400086720376,1.2962183778481056,M5,Z,1.1003705451175627,0.9777236052888476,1.0492180226701815,2.41161970596323,0.5412046528282126
SUBARU,IMPREZA AWD,COMPACT,0.3979400086720376,1.2962183778481056,M6,Z,1.1522883443830565,1.0170333392987805,1.0969100130080565,2.4593924877592306,0.5658049994823892
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,0.3010299956639811,1.2962183778481056,AV,X,0.9395192526186184,0.8195439355418686,0.8920946026904804,2.252853030979893,0.34809586052334857
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,0.3010299956639811,1.2962183778481056,M5,X,0.9822712330395684,0.8512583487190752,0.9294189257142926,2.2922560713564755,0.36265983423447884
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,0.3979400086720376,1.2962183778481056,M5,Z,1.1003705451175627,0.9777236052888476,1.0492180226701815,2.41161970596323,0.5412046528282126
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,0.3979400086720376,1.2962183778481056,M6,Z,1.1522883443830565,1.0170333392987805,1.0969100130080565,2.4593924877592306,0.5658049994823892
SUBARU,LEGACY AWD,MID-SIZE,0.3979400086720376,1.2962183778481056,AV,X,0.9867717342662446,0.8633228601204559,0.9344984512435676,2.296665190261531,0.48203033015642344
SUBARU,LEGACY AWD,MID-SIZE,0.3979400086720376,1.2962183778481056,M6,X,1.0530784434834195,0.9138138523837166,0.99563519459755,2.357934847000453,0.5135657110277264
SUBARU,LEGACY AWD,MID-SIZE,0.5563025007672872,1.2986580151756753,AS5,X,1.1238516409670858,0.9777236052888476,1.0644579892269184,2.426511261364575,0.7690141631849694
SUBARU,OUTBACK AWD,SUV - SMALL,0.3979400086720376,1.2962183778481056,AV,X,0.99563519459755,0.8920946026904804,0.9542425094393248,2.3159703454569174,0.49221465403418224
SUBARU,OUTBACK AWD,SUV - SMALL,0.3979400086720376,1.2962183778481056,M6,X,1.0334237554869496,0.9294189257142926,0.9912260756924948,2.3521825181113623,0.5112914118689911
SUBARU,OUTBACK AWD,SUV - SMALL,0.5563025007672872,1.2986580151756753,AS5,X,1.1271047983648077,0.9867717342662446,1.0681858617461617,2.429752280002408,0.7717073523900485
SUBARU,TRIBECA AWD,SUV - SMALL,0.5563025007672872,1.2986580151756753,AS5,X,1.167317334748176,1.0453229787866574,1.117271295655764,2.478566495593843,0.8071689622089373
SUBARU,XV CROSSTREK AWD,SUV - SMALL,0.3010299956639811,1.2962183778481056,AV,X,0.9777236052888476,0.8573324964312684,0.9294189257142926,2.2922560713564755,0.36265983423447884
SUBARU,XV CROSSTREK AWD,SUV - SMALL,0.3010299956639811,1.2962183778481056,M5,X,1.0086001717619173,0.9030899869919434,0.9637878273455552,2.326335860928751,0.3760706007075584
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,0.3010299956639811,1.2962183778481056,AV,X,0.9084850188786496,0.8573324964312684,0.8864907251724818,2.2479732663618064,0.3459092240825361
TOYOTA,4RUNNER (Part-Time 4WD),SUV - STANDARD,0.6020599913279623,1.2986580151756753,AS5,X,1.1553360374650616,1.0453229787866574,1.1105897102992488,2.4727564493172123,0.8683368138350112
TOYOTA,4RUNNER 4WD,SUV - STANDARD,0.6020599913279623,1.2986580151756753,AS5,X,1.1553360374650616,1.0453229787866574,1.1105897102992488,2.4727564493172123,0.8683368138350112
TOYOTA,AVALON,MID-SIZE,0.5440680443502756,1.2986580151756753,AS6,X,1.0530784434834195,0.8808135922807911,0.9822712330395684,2.34439227368511,0.6940319186802594
TOYOTA,CAMRY,MID-SIZE,0.3979400086720376,1.2962183778481056,AS6,X,0.9777236052888476,0.8195439355418686,0.9138138523837166,2.276461804173244,0.4713608592714809
TOYOTA,CAMRY,MID-SIZE,0.5440680443502756,1.2986580151756753,AS6,X,1.0453229787866574,0.8920946026904804,0.9822712330395684,2.34439227368511,0.6940319186802594
TOYOTA,CAMRY HYBRID LE,MID-SIZE,0.3979400086720376,1.2962183778481056,AV,X,0.7403626894942438,0.7708520116421441,0.7558748556724914,2.117271295655764,0.38989321571575786
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,0.3979400086720376,1.2962183778481056,AV,X,0.7634279935629372,0.7923916894982539,0.7781512503836435,2.1398790864012365,0.4013837622041145
TOYOTA,COROLLA,MID-SIZE,0.255272505103306,1.2962183778481056,A4,X,0.9344984512435676,0.8129133566428555,0.8864907251724818,2.2479732663618064,0.29332995197081363
TOYOTA,COROLLA,MID-SIZE,0.255272505103306,1.2962183778481056,AV7,X,0.9084850188786496,0.7993405494535816,0.8633228601204559,2.2253092817258624,0.28566396229939905
TOYOTA,COROLLA,MID-SIZE,0.255272505103306,1.2962183778481056,AV,X,0.9030899869919434,0.7708520116421441,0.8512583487190752,2.2121876044039577,0.2816719492422633
TOYOTA,COROLLA,MID-SIZE,0.255272505103306,1.2962183778481056,M6,X,0.919078092376074,0.7993405494535816,0.8692317197309762,2.2304489213782737,0.28761913842988707
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,0.255272505103306,1.2962183778481056,AV,X,0.8864907251724818,0.7481880270062004,0.8325089127062363,2.1931245983544616,0.27546796875046986
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,0.255272505103306,1.2962183778481056,AV,X,0.8920946026904804,0.7708520116421441,0.8388490907372552,2.2013971243204518,0.2775658633640467
TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,0.255272505103306,1.2962183778481056,A4,X,0.9731278535996988,0.8750612633916999,0.9294189257142926,2.2922560713564755,0.30753441756256905
TOYOTA,COROLLA MATRIX,STATION WAGON - SMALL,0.255272505103306,1.2962183778481056,M5,X,0.9493900066449128,0.8633228601204559,0.9138138523837166,2.276461804173244,0.30237087181913413
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,0.6020599913279623,1.2986580151756753,A5,X,1.1553360374650616,1.0492180226701815,1.1105897102992488,2.4727564493172123,0.8683368138350112
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,0.6020599913279623,1.2986580151756753,M6,X,1.187520720836463,1.08278537031645,1.143014800254095,2.505149978319906,0.8936890199995344
TOYOTA,HIGHLANDER,SUV - SMALL,0.4313637641589873,1.2962183778481056,AS6,X,1.0681858617461617,0.9344984512435676,1.012837224705172,2.374748346010104,0.5663194654978629
TOYOTA,HIGHLANDER,SUV - SMALL,0.5440680443502756,1.2986580151756753,AS6,X,1.1003705451175627,0.9731278535996988,1.0492180226701815,2.41161970596323,0.7413337303326692
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,0.5440680443502756,1.2986580151756753,AS6,X,1.1139433523068367,0.9867717342662446,1.0606978403536116,2.421603926869831,0.7494448911047058
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,0.5440680443502756,1.2986580151756753,AV6,X,0.9030899869919434,0.9344984512435676,0.919078092376074,2.281033367247727,0.6493822789606872
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,0.5440680443502756,1.2986580151756753,AV6,X,0.8976270912904415,0.9344984512435676,0.9138138523837166,2.276461804173244,0.6456627863608851
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,0.255272505103306,1.2962183778481056,AV,X,0.7242758696007889,0.7634279935629372,0.7403626894942438,2.1003705451175625,0.24497780516324605
TOYOTA,RAV4,SUV - SMALL,0.3979400086720376,1.2962183778481056,AS6,X,1.0,0.8808135922807911,0.9493900066449128,2.311753861055754,0.4897116498601649
TOYOTA,RAV4 AWD,SUV - SMALL,0.3979400086720376,1.2962183778481056,AS6,X,1.0170333392987805,0.9084850188786496,0.9731278535996988,2.3344537511509307,0.5019560384833792
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,0.3979400086720376,1.2962183778481056,AS6,X,1.0253058652647702,0.9138138523837166,0.9777236052888476,2.3384564936046046,0.5043266060333729
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,0.7558748556724914,1.3000676416768184,AS6,X,1.2787536009528289,1.143014800254095,1.2227164711475833,2.5843312243675305,1.2015493428377546
TOYOTA,SIENNA,MINIVAN,0.5440680443502756,1.2986580151756753,AS6,X,1.1105897102992488,0.9731278535996988,1.0530784434834195,2.4149733479708178,0.7440613428024287
TOYOTA,SIENNA AWD,MINIVAN,0.5440680443502756,1.2986580151756753,AS6,X,1.1522883443830565,1.012837224705172,1.093421685162235,2.45484486000851,0.7725661961324883
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,A4,X,1.0863598306747482,0.9684829485539352,1.0374264979406236,2.399673721481037,0.5800683520277151
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,M5,X,1.0530784434834195,0.9493900066449128,1.0086001717619173,2.371067862271736,0.5639503527721644
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,M6,X,1.1613680022349748,1.0530784434834195,1.117271295655764,2.478566495593843,0.8735609452005717
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,A4,X,1.117271295655764,1.021189299069938,1.0755469613925306,2.437750562820388,0.6013830904279541
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.4313637641589873,1.2962183778481056,M5,X,1.1072099696478683,1.0253058652647702,1.0718820073061253,2.4329692908744054,0.5993338619945389
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,A5,X,1.167317334748176,1.0606978403536116,1.1238516409670858,2.48572142648158,0.87870592000862
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,0.6020599913279623,1.2986580151756753,M6,X,1.1846914308175986,1.0899051114393978,1.1461280356782375,2.507855871695831,0.8961231654844497
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.6020599913279623,1.2986580151756753,AS5,X,1.1702617153949573,1.0718820073061253,1.130333768495006,2.4913616938342726,0.8837741012750842
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.662757831681574,1.3000676416768184,AS6,X,1.2013971243204515,1.0899051114393978,1.1553360374650616,2.517195897949974,0.9954722029436542
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.7558748556724914,1.3000676416768184,AS6,X,1.2455126678141497,1.1105897102992488,1.1903316981702914,2.551449997972875,1.169725200768012
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,0.662757831681574,1.3000676416768184,AS6,X,1.2278867046136734,1.1072099696478683,1.1789769472931697,2.5403294747908736,1.0158419203445024
